TimeSteps,ResultPoints,Delay(ns),FieldStrength(uV/m),DopplerShift(Hz),AoD_Azimuth(0-360),AoA_Azimuth(0-360),AoD_Elevation(0-180),AoA_Elevation(0-180)
1,159,44.1197,148468,0,255.964,229.737,91.083,88.917,
1,160,9.93579,5.81403e+06,0,327.381,147.381,94.8145,85.1855,
1,160,40.0976,322523,0,254.249,225.682,91.1917,88.8083,
1,160,42.736,247821,0,247.694,220.937,91.1181,88.8819,
1,160,44.3752,147613,0,255.964,230.307,91.0768,88.9232,
1,161,9.76067,5.91834e+06,0,329.036,149.036,94.9011,85.0989,
1,161,40.3376,320605,0,254.249,226.348,91.1846,88.8154,
1,161,42.956,246552,0,247.694,221.597,91.1124,88.8876,
1,161,44.6329,146761,0,255.964,230.864,91.0706,88.9294,
1,162,9.59396,6.02119e+06,0,330.751,150.751,94.9865,85.0135,
1,162,40.5802,318688,0,254.249,226.998,91.1775,88.8225,
1,162,43.1788,245280,0,247.694,222.245,91.1066,88.8934,
1,162,44.8926,145912,0,255.964,231.407,91.0644,88.9356,
1,163,9.43609,6.12192e+06,0,332.526,152.526,95.0701,84.9299,
1,163,40.8253,316774,0,254.249,227.632,91.1704,88.8296,
1,163,43.4044,244005,0,247.694,222.879,91.1009,88.8991,
1,163,45.1542,145066,0,255.964,231.938,91.0582,88.9418,
1,164,9.28753,6.21984e+06,0,334.359,154.359,95.1514,84.8486,
1,164,41.0729,314865,0,254.249,228.252,91.1634,88.8366,
1,164,43.6327,242729,0,247.694,223.5,91.0951,88.9049,
1,164,45.4177,144225,0,255.964,232.457,91.0521,88.9479,
1,165,9.14872,6.31421e+06,0,336.251,156.251,95.2298,84.7702,
1,165,41.3229,312960,0,254.249,228.857,91.1563,88.8437,
1,165,43.8635,241451,0,247.694,224.109,91.0893,88.9107,
1,165,45.6831,143387,0,255.964,232.964,91.046,88.954,
1,166,9.02012,6.40424e+06,0,338.199,158.199,95.3046,84.6954,
1,166,41.5752,311061,0,254.249,229.447,91.1493,88.8507,
1,166,44.0969,240174,0,247.694,224.706,91.0836,88.9164,
1,166,45.9501,142554,0,255.964,233.459,91.0399,88.9601,
1,167,8.90216,6.4891e+06,0,340.201,160.201,95.3751,84.6249,
1,167,41.8297,309168,0,254.249,230.024,91.1423,88.8577,
1,167,44.3327,238896,0,247.694,225.291,91.0778,88.9222,
1,167,46.2189,141725,0,255.964,233.943,91.0338,88.9662,
1,168,8.79528,6.56794e+06,0,342.255,162.255,95.4406,84.5594,
1,168,42.0863,307283,0,254.249,230.587,91.1354,88.8646,
1,168,44.5709,237619,0,247.694,225.864,91.0721,88.9279,
1,168,46.4894,140900,0,255.964,234.416,91.0278,88.9722,
1,169,8.69989,6.63996e+06,0,344.358,164.358,95.5004,84.4996,
1,169,42.345,305406,0,254.249,231.137,91.1284,88.8716,
1,169,44.8114,236344,0,247.694,226.425,91.0663,88.9337,
1,169,46.7614,140080,0,255.964,234.878,91.0218,88.9782,
1,170,8.61636,6.70434e+06,0,346.504,166.504,95.5539,84.4461,
1,170,42.6056,303538,0,254.249,231.674,91.1215,88.8785,
1,170,45.0541,235071,0,247.694,226.975,91.0606,88.9394,
1,170,47.0349,139266,0,255.964,235.33,91.0159,88.9841,
1,171,8.54504,6.76029e+06,0,348.69,168.69,95.6004,84.3996,
1,171,42.8682,301678,0,254.249,232.199,91.1146,88.8854,
1,171,45.299,233800,0,247.694,227.514,91.0548,88.9452,
1,171,47.3099,138456,0,255.964,235.771,91.01,88.99,
1,172,8.48624,6.80713e+06,0,350.91,170.91,95.6393,84.3607,
1,172,43.1326,299829,0,254.249,232.712,91.1078,88.8922,
1,172,45.546,232532,0,247.694,228.042,91.0491,88.9509,
1,172,47.5864,137652,0,255.964,236.203,91.0041,88.9959,
1,173,8.44023,6.84425e+06,0,353.157,173.157,95.6702,84.3298,
1,173,43.3989,297990,0,254.249,233.213,91.101,88.899,
1,173,45.795,231268,0,247.694,228.559,91.0434,88.9566,
1,173,47.8642,136853,0,255.964,236.626,90.9983,89.0017,
1,174,8.4072,6.87112e+06,0,355.426,175.426,95.6925,84.3075,
1,174,43.6668,296161,0,254.249,233.702,91.0943,88.9058,
1,174,46.046,230007,0,247.694,229.066,91.0377,88.9623,
1,174,48.1434,136059,0,255.964,237.039,90.9925,89.0075,
1,175,8.38733,6.8874e+06,0,357.709,177.709,95.7061,84.2939,
1,175,43.9364,294344,0,254.249,234.181,91.0875,88.9125,
1,175,46.2989,228751,0,247.694,229.563,91.032,88.968,
1,175,48.4239,135271,0,255.964,237.443,90.9867,89.0133,
1,176,8.38069,6.89286e+06,0,4.07111e-13,180,95.7106,84.2894,
1,176,44.2076,292538,0,254.249,234.648,91.0809,88.9191,
1,176,46.5536,227499,0,247.694,230.05,91.0264,88.9736,
1,176,48.7056,134489,0,255.964,237.839,90.981,89.019,
1,177,8.38733,6.8874e+06,0,2.29061,182.291,95.7061,84.2939,
1,177,44.4804,290744,0,254.249,235.105,91.0742,88.9258,
1,177,46.8102,226252,0,247.694,230.528,91.0208,88.9792,
1,177,48.9886,133712,0,255.964,238.226,90.9754,89.0246,
1,178,8.4072,6.87112e+06,0,4.57392,184.574,95.6925,84.3075,
1,178,44.7547,288962,0,254.249,235.552,91.0676,88.9324,
1,178,47.0685,225010,0,247.694,230.995,91.0152,88.9848,
1,178,49.2727,132941,0,255.964,238.605,90.9697,89.0303,
1,179,8.44023,6.84425e+06,0,6.84277,186.843,95.6702,84.3298,
1,179,45.0304,287193,0,254.249,235.989,91.0611,88.9389,
1,179,47.3285,223774,0,247.694,231.454,91.0096,88.9904,
1,179,49.5579,132176,0,255.964,238.975,90.9642,89.0358,
1,180,8.48624,6.80713e+06,0,9.09028,189.09,95.6393,84.3607,
1,180,45.3076,285436,0,254.249,236.416,91.0546,88.9454,
1,180,47.5902,222544,0,247.694,231.904,91.004,88.996,
1,180,49.8443,131416,0,255.964,239.338,90.9586,89.0414,
1,181,8.54504,6.76029e+06,0,11.3099,191.31,95.6004,84.3996,
1,181,45.5861,283692,0,254.249,236.834,91.0482,88.9518,
1,181,47.8535,221320,0,247.694,232.344,90.9985,89.0015,
1,181,50.1317,130663,0,255.964,239.693,90.9531,89.0469,
1,182,8.61636,6.70434e+06,0,13.4957,193.496,95.5539,84.4461,
1,182,45.8659,281961,0,254.249,237.242,91.0418,88.9582,
1,182,48.1183,220102,0,247.694,232.776,90.993,89.007,
1,182,50.4201,129915,0,255.964,240.041,90.9477,89.0523,
1,183,8.69989,6.63996e+06,0,15.6422,195.642,95.5004,84.4996,
1,183,46.147,280244,0,254.249,237.642,91.0354,88.9646,
1,183,48.3846,218890,0,247.694,233.2,90.9875,89.0125,
1,183,50.7096,129174,0,255.964,240.382,90.9423,89.0577,
1,184,8.79528,6.56794e+06,0,17.7447,197.745,95.4406,84.5594,
1,184,46.4294,278540,0,254.249,238.033,91.0291,88.9709,
1,184,48.6524,217685,0,247.694,233.616,90.9821,89.0179,
1,184,51,128438,0,255.964,240.716,90.9369,89.0631,
1,185,8.90216,6.4891e+06,0,19.7989,199.799,95.3751,84.6249,
1,185,46.7129,276849,0,254.249,238.416,91.0229,88.9771,
1,185,48.9216,216488,0,247.694,234.023,90.9767,89.0233,
1,185,51.2914,127709,0,255.964,241.043,90.9316,89.0684,
1,186,9.02012,6.40424e+06,0,21.8014,201.801,95.3046,84.6954,
1,186,46.9976,275172,0,254.249,238.791,91.0167,88.9833,
1,186,49.1921,215297,0,247.694,234.423,90.9713,89.0287,
1,186,51.5836,126985,0,255.964,241.363,90.9263,89.0737,
1,187,9.14872,6.31421e+06,0,23.7495,203.749,95.2298,84.7702,
1,187,47.2834,273509,0,254.249,239.158,91.0105,88.9895,
1,187,49.4641,214113,0,247.694,234.815,90.966,89.034,
1,187,51.8768,126268,0,255.964,241.677,90.9211,89.0789,
1,188,9.28753,6.21984e+06,0,25.641,205.641,95.1514,84.8486,
1,188,47.5702,271859,0,254.249,239.517,91.0044,88.9955,
1,188,49.7373,212937,0,247.694,235.199,90.9607,89.0393,
1,188,52.1708,125556,0,255.964,241.985,90.9159,89.0841,
1,189,9.43609,6.12192e+06,0,27.4744,207.474,95.0701,84.9299,
1,189,47.8582,270224,0,254.249,239.868,90.9984,89.0016,
1,189,50.0118,211768,0,247.694,235.577,90.9554,89.0446,
1,189,52.4657,124850,0,255.964,242.286,90.9107,89.0893,
1,190,9.59396,6.02119e+06,0,29.2488,209.249,94.9865,85.0135,
1,190,48.1471,268602,0,254.249,240.213,90.9924,89.0076,
1,190,50.2875,210607,0,247.694,235.947,90.9502,89.0498,
1,190,52.7613,124151,0,255.964,242.582,90.9056,89.0944,
1,191,9.76067,5.91834e+06,0,30.9638,210.964,94.9011,85.0989,
1,191,48.4371,266994,0,254.249,240.55,90.9865,89.0135,
1,191,50.5644,209454,0,247.694,236.31,90.945,89.055,
1,191,53.0578,123457,0,255.964,242.872,90.9006,89.0994,
1,192,9.93579,5.81403e+06,0,32.6192,212.619,94.8145,85.1855,
1,192,48.728,265400,0,254.249,240.88,90.9806,89.0194,
1,192,50.8425,208308,0,247.694,236.666,90.9398,89.0602,
1,192,53.355,122769,0,255.964,243.156,90.8955,89.1045,
1,193,10.1189,5.70884e+06,0,34.2157,214.216,94.7272,85.2728,
1,193,49.0198,263820,0,254.249,241.204,90.9747,89.0253,
1,193,51.1217,207170,0,247.694,237.016,90.9347,89.0653,
1,193,53.6529,122088,0,255.964,243.435,90.8906,89.1094,
1,194,10.3095,5.60327e+06,0,35.7539,215.754,94.6396,85.3604,
1,194,49.3125,262254,0,254.249,241.521,90.969,89.031,
1,194,51.402,206041,0,247.694,237.36,90.9296,89.0704,
1,194,53.9516,121412,0,255.964,243.708,90.8856,89.1144,
1,195,10.5073,5.49781e+06,0,37.2348,217.235,94.5521,85.4479,
1,195,49.6061,260702,0,254.249,241.832,90.9632,89.0368,
1,195,51.6834,204919,0,247.694,237.697,90.9245,89.0755,
1,195,54.251,120742,0,255.964,243.977,90.8807,89.1192,
1,196,10.7118,5.39285e+06,0,38.6598,218.66,94.465,85.535,
1,196,49.9005,259164,0,254.249,242.136,90.9575,89.0425,
1,196,51.9658,203805,0,247.694,238.027,90.9195,89.0805,
1,196,54.551,120078,0,255.964,244.24,90.8759,89.1241,
1,197,10.9226,5.28874e+06,0,40.0303,220.03,94.3786,85.6214,
1,197,50.1958,257639,0,254.249,242.435,90.9519,89.0481,
1,197,52.2492,202700,0,247.694,238.352,90.9145,89.0855,
1,197,54.8517,119419,0,255.964,244.498,90.8711,89.1289,
1,198,11.1395,5.18578e+06,0,41.3478,221.348,94.2932,85.7068,
1,198,50.4918,256129,0,254.249,242.728,90.9463,89.0537,
1,198,52.5337,201602,0,247.694,238.671,90.9095,89.0905,
1,198,55.1531,118767,0,255.964,244.752,90.8663,89.1337,
1,199,11.362,5.08422e+06,0,42.6141,222.614,94.209,85.791,
1,199,50.7887,254632,0,254.249,243.015,90.9408,89.0592,
1,199,52.819,200513,0,247.694,238.985,90.9046,89.0954,
1,199,55.4551,118120,0,255.964,245.001,90.8616,89.1384,
1,200,11.5899,4.98427e+06,0,43.8309,223.831,94.1261,85.8739,
1,200,51.0862,253149,0,254.249,243.296,90.9353,89.0647,
1,200,53.1053,199432,0,247.694,239.292,90.8997,89.1003,
1,200,55.7576,117479,0,255.964,245.245,90.8569,89.1431,
1,201,11.8227,4.8861e+06,0,45,225,94.0447,85.9553,
1,201,51.3845,251679,0,254.249,243.572,90.9299,89.0701,
1,201,53.3925,198359,0,247.694,239.594,90.8949,89.1051,
1,201,56.0608,116844,0,255.964,245.485,90.8523,89.1477,
2,1,11.8227,4.8861e+06,0,45,225,94.0447,85.9553,
2,1,51.3845,251679,0,254.249,243.572,90.9299,89.0701,
2,1,53.3925,198359,0,247.694,239.594,90.8949,89.1051,
2,1,56.0608,116844,0,255.964,245.485,90.8523,89.1477,
2,2,11.5899,4.98427e+06,0,46.1691,226.169,94.1261,85.8739,
2,2,51.2375,252401,0,254.249,244.125,90.9325,89.0675,
2,2,53.225,198984,0,247.694,240.108,90.8977,89.1023,
2,2,55.9238,117130,0,255.964,246.008,90.8544,89.1456,
2,3,11.362,5.08422e+06,0,47.3859,227.386,94.209,85.791,
2,3,51.0935,253113,0,254.249,244.683,90.9352,89.0648,
2,3,53.0601,199602,0,247.694,240.626,90.9005,89.0995,
2,3,55.7896,117412,0,255.964,246.536,90.8565,89.1435,
2,4,11.1395,5.18578e+06,0,48.6522,228.652,94.2932,85.7068,
2,4,50.9523,253814,0,254.249,245.247,90.9378,89.0622,
2,4,52.8978,200214,0,247.694,241.15,90.9033,89.0967,
2,4,55.6582,117689,0,255.964,247.068,90.8585,89.1415,
2,5,10.9226,5.28874e+06,0,49.9697,229.97,94.3786,85.6214,
2,5,50.8142,254504,0,254.249,245.815,90.9403,89.0597,
2,5,52.7383,200820,0,247.694,241.679,90.906,89.094,
2,5,55.5297,117961,0,255.964,247.604,90.8605,89.1395,
2,6,10.7118,5.39285e+06,0,51.3402,231.34,94.465,85.535,
2,6,50.6791,255182,0,254.249,246.389,90.9428,89.0572,
2,6,52.5814,201419,0,247.694,242.213,90.9087,89.0913,
2,6,55.4041,118229,0,255.964,248.144,90.8624,89.1376,
2,7,10.5073,5.49781e+06,0,52.7652,232.765,94.5521,85.4479,
2,7,50.547,255849,0,254.249,246.967,90.9453,89.0547,
2,7,52.4273,202011,0,247.694,242.753,90.9114,89.0886,
2,7,55.2814,118491,0,255.964,248.689,90.8643,89.1357,
2,8,10.3095,5.60327e+06,0,54.2461,234.246,94.6396,85.3604,
2,8,50.4181,256503,0,254.249,247.551,90.9477,89.0523,
2,8,52.276,202596,0,247.694,243.298,90.914,89.086,
2,8,55.1617,118748,0,255.964,249.237,90.8662,89.1338,
2,9,10.1189,5.70884e+06,0,55.7843,235.784,94.7272,85.2728,
2,9,50.2923,257145,0,254.249,248.139,90.9501,89.0499,
2,9,52.1276,203173,0,247.694,243.848,90.9166,89.0834,
2,9,55.0449,119000,0,255.964,249.79,90.868,89.132,
2,10,9.93579,5.81403e+06,0,57.3808,237.381,94.8145,85.1855,
2,10,50.1697,257773,0,254.249,248.733,90.9524,89.0476,
2,10,51.982,203742,0,247.694,244.404,90.9192,89.0808,
2,10,54.9312,119247,0,255.964,250.346,90.8698,89.1302,
2,11,9.76067,5.91834e+06,0,59.0362,239.036,94.9011,85.0989,
2,11,50.0504,258388,0,254.249,249.331,90.9547,89.0453,
2,11,51.8394,204302,0,247.694,244.964,90.9217,89.0783,
2,11,54.8206,119487,0,255.964,250.907,90.8716,89.1284,
2,12,9.59396,6.02119e+06,0,60.7512,240.751,94.9865,85.0135,
2,12,49.9343,258988,0,254.249,249.934,90.9569,89.0431,
2,12,51.6998,204854,0,247.694,245.53,90.9242,89.0758,
2,12,54.713,119722,0,255.964,251.471,90.8733,89.1267,
2,13,9.43609,6.12192e+06,0,62.5256,242.526,95.0701,84.9299,
2,13,49.8215,259575,0,254.249,250.542,90.9591,89.0409,
2,13,51.5631,205397,0,247.694,246.101,90.9267,89.0733,
2,13,54.6086,119951,0,255.964,252.039,90.875,89.125,
2,14,9.28753,6.21984e+06,0,64.359,244.359,95.1514,84.8486,
2,14,49.7121,260146,0,254.249,251.154,90.9612,89.0388,
2,14,51.4295,205930,0,247.694,246.677,90.9291,89.0709,
2,14,54.5073,120174,0,255.964,252.61,90.8766,89.1234,
2,15,9.14872,6.31421e+06,0,66.2505,246.251,95.2298,84.7702,
2,15,49.6061,260702,0,254.249,251.771,90.9632,89.0368,
2,15,51.2991,206454,0,247.694,247.258,90.9314,89.0686,
2,15,54.4093,120391,0,255.964,253.185,90.8782,89.1218,
2,16,9.02012,6.40424e+06,0,68.1986,248.199,95.3046,84.6954,
2,16,49.5035,261242,0,254.249,252.392,90.9652,89.0348,
2,16,51.1717,206968,0,247.694,247.845,90.9338,89.0662,
2,16,54.3144,120601,0,255.964,253.764,90.8797,89.1203,
2,17,8.90216,6.4891e+06,0,70.2011,250.201,95.3751,84.6249,
2,17,49.4043,261767,0,254.249,253.018,90.9672,89.0328,
2,17,51.0475,207472,0,247.694,248.436,90.936,89.064,
2,17,54.2228,120805,0,255.964,254.346,90.8812,89.1188,
2,18,8.79528,6.56794e+06,0,72.2553,252.255,95.4406,84.5594,
2,18,49.3087,262275,0,254.249,253.648,90.969,89.031,
2,18,50.9265,207964,0,247.694,249.031,90.9382,89.0618,
2,18,54.1344,121002,0,255.964,254.932,90.8826,89.1174,
2,19,8.69989,6.63996e+06,0,74.3578,254.358,95.5004,84.4996,
2,19,49.2165,262766,0,254.249,254.281,90.9709,89.0292,
2,19,50.8088,208446,0,247.694,249.632,90.9404,89.0596,
2,19,54.0494,121192,0,255.964,255.52,90.884,89.116,
2,20,8.61636,6.70434e+06,0,76.5043,256.504,95.5539,84.4461,
2,20,49.128,263239,0,254.249,254.919,90.9726,89.0274,
2,20,50.6944,208917,0,247.694,250.238,90.9425,89.0575,
2,20,53.9676,121376,0,255.964,256.112,90.8854,89.1146,
2,21,8.54504,6.76029e+06,0,78.6901,258.69,95.6004,84.3996,
2,21,49.043,263695,0,254.249,255.561,90.9743,89.0257,
2,21,50.5833,209376,0,247.694,250.848,90.9446,89.0554,
2,21,53.8893,121552,0,255.964,256.707,90.8867,89.1133,
2,22,8.48624,6.80713e+06,0,80.9097,260.91,95.6393,84.3607,
2,22,48.9617,264134,0,254.249,256.206,90.9759,89.0241,
2,22,50.4756,209823,0,247.694,251.462,90.9466,89.0534,
2,22,53.8143,121722,0,255.964,257.305,90.8879,89.1121,
2,23,8.44023,6.84425e+06,0,83.1572,263.157,95.6702,84.3298,
2,23,48.884,264553,0,254.249,256.855,90.9775,89.0225,
2,23,50.3712,210257,0,247.694,252.081,90.9486,89.0514,
2,23,53.7427,121884,0,255.964,257.905,90.8891,89.1109,
2,24,8.4072,6.87112e+06,0,85.4261,265.426,95.6925,84.3075,
2,24,48.81,264954,0,254.249,257.508,90.9789,89.0211,
2,24,50.2704,210679,0,247.694,252.705,90.9505,89.0495,
2,24,53.6745,122038,0,255.964,258.509,90.8902,89.1098,
2,25,8.38733,6.8874e+06,0,87.7094,267.709,95.7061,84.2939,
2,25,48.7397,265336,0,254.249,258.163,90.9803,89.0197,
2,25,50.1729,211088,0,247.694,253.332,90.9523,89.0477,
2,25,53.6098,122186,0,255.964,259.114,90.8913,89.1087,
2,26,8.38069,6.89286e+06,0,90,270,95.7106,84.2894,
2,26,48.6732,265699,0,254.249,258.822,90.9817,89.0183,
2,26,50.079,211484,0,247.694,253.964,90.9541,89.0459,
2,26,53.5485,122326,0,255.964,259.723,90.8923,89.1077,
2,27,8.38733,6.8874e+06,0,92.2906,272.291,95.7061,84.2939,
2,27,48.6104,266042,0,254.249,259.484,90.983,89.017,
2,27,49.9887,211866,0,247.694,254.6,90.9559,89.0442,
2,27,53.4908,122458,0,255.964,260.334,90.8933,89.1067,
2,28,8.4072,6.87112e+06,0,94.5739,274.574,95.6925,84.3075,
2,28,48.5514,266365,0,254.249,260.149,90.9842,89.0158,
2,28,49.9019,212234,0,247.694,255.24,90.9575,89.0425,
2,28,53.4365,122582,0,255.964,260.947,90.8942,89.1058,
2,29,8.44023,6.84425e+06,0,96.8428,276.843,95.6702,84.3298,
2,29,48.4963,266668,0,254.249,260.816,90.9853,89.0147,
2,29,49.8188,212589,0,247.694,255.883,90.9591,89.0409,
2,29,53.3858,122698,0,255.964,261.562,90.895,89.105,
2,30,8.48624,6.80713e+06,0,99.0903,279.09,95.6393,84.3607,
2,30,48.445,266951,0,254.249,261.486,90.9863,89.0137,
2,30,49.7392,212929,0,247.694,256.53,90.9606,89.0394,
2,30,53.3387,122807,0,255.964,262.179,90.8958,89.1042,
2,31,8.54504,6.76029e+06,0,101.31,281.31,95.6004,84.3996,
2,31,48.3975,267212,0,254.249,262.158,90.9873,89.0127,
2,31,49.6634,213254,0,247.694,257.181,90.9621,89.0379,
2,31,53.2951,122907,0,255.964,262.798,90.8965,89.1035,
2,32,8.61636,6.70434e+06,0,103.496,283.496,95.5539,84.4461,
2,32,48.354,267453,0,254.249,262.833,90.9882,89.0118,
2,32,49.5913,213564,0,247.694,257.835,90.9635,89.0365,
2,32,53.255,123000,0,255.964,263.418,90.8972,89.1028,
2,33,8.69989,6.63996e+06,0,105.642,285.642,95.5004,84.4996,
2,33,48.3143,267673,0,254.249,263.509,90.989,89.011,
2,33,49.5228,213859,0,247.694,258.492,90.9648,89.0352,
2,33,53.2186,123084,0,255.964,264.04,90.8978,89.1022,
2,34,8.79528,6.56794e+06,0,107.745,287.745,95.4406,84.5594,
2,34,48.2786,267871,0,254.249,264.188,90.9897,89.0103,
2,34,49.4582,214139,0,247.694,259.153,90.9661,89.0339,
2,34,53.1858,123160,0,255.964,264.664,90.8984,89.1016,
2,35,8.90216,6.4891e+06,0,109.799,289.799,95.3751,84.6249,
2,35,48.2468,268047,0,254.249,264.867,90.9904,89.0096,
2,35,49.3973,214402,0,247.694,259.816,90.9673,89.0327,
2,35,53.1566,123228,0,255.964,265.288,90.8989,89.1011,
2,36,9.02012,6.40424e+06,0,111.801,291.801,95.3046,84.6954,
2,36,48.2189,268202,0,254.249,265.549,90.9909,89.0091,
2,36,49.3403,214650,0,247.694,260.482,90.9684,89.0316,
2,36,53.131,123287,0,255.964,265.914,90.8993,89.1007,
2,37,9.14872,6.31421e+06,0,113.749,293.75,95.2298,84.7702,
2,37,48.195,268335,0,254.249,266.231,90.9914,89.0086,
2,37,49.287,214882,0,247.694,261.151,90.9695,89.0305,
2,37,53.1091,123338,0,255.964,266.541,90.8997,89.1003,
2,38,9.28753,6.21984e+06,0,115.641,295.641,95.1514,84.8486,
2,38,48.1751,268446,0,254.249,266.915,90.9918,89.0082,
2,38,49.2376,215098,0,247.694,261.822,90.9704,89.0296,
2,38,53.0908,123380,0,255.964,267.169,90.9,89.1,
2,39,9.43609,6.12192e+06,0,117.474,297.474,95.0701,84.9299,
2,39,48.1591,268535,0,254.249,267.6,90.9922,89.0078,
2,39,49.1921,215297,0,247.694,262.495,90.9713,89.0287,
2,39,53.0761,123414,0,255.964,267.797,90.9002,89.0998,
2,40,9.59396,6.02119e+06,0,119.249,299.249,94.9865,85.0135,
2,40,48.1471,268602,0,254.249,268.285,90.9924,89.0076,
2,40,49.1505,215479,0,247.694,263.171,90.9722,89.0278,
2,40,53.0651,123440,0,255.964,268.426,90.9004,89.0996,
2,41,9.76067,5.91834e+06,0,120.964,300.964,94.9011,85.0989,
2,41,48.1391,268647,0,254.249,268.971,90.9926,89.0074,
2,41,49.1128,215644,0,247.694,263.848,90.9729,89.0271,
2,41,53.0578,123457,0,255.964,269.056,90.9006,89.0994,
2,42,9.93579,5.81403e+06,0,122.619,302.619,94.8145,85.1855,
2,42,48.1352,268669,0,254.249,269.657,90.9927,89.0073,
2,42,49.0791,215793,0,247.694,264.527,90.9736,89.0264,
2,42,53.0541,123466,0,255.964,269.685,90.9006,89.0994,
2,43,10.1189,5.70884e+06,0,124.216,304.216,94.7272,85.2728,
2,43,48.1352,268669,0,254.249,270.343,90.9927,89.0073,
2,43,49.0492,215924,0,247.694,265.208,90.9742,89.0258,
2,44,10.3095,5.60327e+06,0,125.754,305.754,94.6396,85.3604,
2,44,48.1391,268647,0,254.249,271.029,90.9926,89.0074,
2,44,49.0233,216038,0,247.694,265.89,90.9747,89.0253,
2,45,10.5073,5.49781e+06,0,127.235,307.235,94.5521,85.4479,
2,45,48.1471,268602,0,254.249,271.715,90.9924,89.0076,
2,45,49.0014,216135,0,247.694,266.573,90.9751,89.0249,
2,46,10.7118,5.39285e+06,0,128.66,308.66,94.465,85.535,
2,46,48.1591,268535,0,254.249,272.4,90.9922,89.0078,
2,46,48.9835,216214,0,247.694,267.257,90.9755,89.0245,
2,47,10.9226,5.28874e+06,0,130.03,310.03,94.3786,85.6214,
2,47,48.1751,268446,0,254.249,273.085,90.9918,89.0082,
2,47,48.9695,216276,0,247.694,267.942,90.9757,89.0243,
2,48,11.1395,5.18578e+06,0,131.348,311.348,94.2932,85.7068,
2,48,48.195,268335,0,254.249,273.769,90.9914,89.0086,
2,48,48.9595,216320,0,247.694,268.628,90.9759,89.0241,
2,49,11.362,5.08422e+06,0,132.614,312.614,94.209,85.791,
2,49,48.2189,268202,0,254.249,274.451,90.9909,89.0091,
2,49,48.9535,216346,0,247.694,269.314,90.9761,89.0239,
2,50,11.5899,4.98427e+06,0,133.831,313.831,94.1261,85.8739,
2,50,48.2468,268047,0,254.249,275.133,90.9904,89.0096,
2,50,48.9515,216355,0,247.694,270,90.9761,89.0239,
2,51,11.8227,4.8861e+06,0,135,315,94.0447,85.9553,
2,51,48.2786,267871,0,254.249,275.812,90.9897,89.0103,
2,51,48.9535,216346,0,247.694,270.686,90.9761,89.0239,
2,52,11.5899,4.98427e+06,0,136.169,316.169,94.1261,85.8739,
2,52,47.9468,269724,0,254.249,275.882,90.9966,89.0034,
2,52,48.62,217830,0,247.694,270.694,90.9828,89.0172,
2,53,11.362,5.08422e+06,0,137.386,317.386,94.209,85.791,
2,53,47.6151,271603,0,254.249,275.954,91.0035,88.9965,
2,53,48.2866,219334,0,247.694,270.703,90.9895,89.0105,
2,54,11.1395,5.18578e+06,0,138.652,318.652,94.2932,85.7068,
2,54,47.2834,273509,0,254.249,276.028,91.0105,88.9895,
2,54,47.9531,220860,0,247.694,270.712,90.9964,89.0036,
2,55,10.9226,5.28874e+06,0,139.97,319.97,94.3786,85.6214,
2,55,46.9517,275441,0,254.249,276.103,91.0177,88.9823,
2,55,47.6196,222407,0,247.694,270.721,91.0034,88.9966,
2,56,10.7118,5.39285e+06,0,141.34,321.34,94.465,85.535,
2,56,46.6201,277400,0,254.249,276.18,91.0249,88.9751,
2,56,47.2861,223975,0,247.694,270.73,91.0105,88.9895,
2,57,10.5073,5.49781e+06,0,142.765,322.765,94.5521,85.4479,
2,57,46.2886,279387,0,254.249,276.259,91.0323,88.9677,
2,57,46.9526,225566,0,247.694,270.739,91.0177,88.9823,
2,58,10.3095,5.60327e+06,0,144.246,324.246,94.6396,85.3604,
2,58,45.9571,281402,0,254.249,276.34,91.0397,88.9603,
2,58,46.6191,227179,0,247.694,270.749,91.0249,88.9751,
2,59,10.1189,5.70884e+06,0,145.784,325.784,94.7272,85.2728,
2,59,45.6256,283446,0,254.249,276.423,91.0473,88.9527,
2,59,46.2856,228816,0,247.694,270.759,91.0323,88.9677,
2,60,9.93579,5.81403e+06,0,147.381,327.381,94.8145,85.1855,
2,60,45.2943,285520,0,254.249,276.509,91.0549,88.9451,
2,60,45.9522,230477,0,247.694,270.769,91.0398,88.9602,
2,61,9.76067,5.91834e+06,0,149.036,329.036,94.9011,85.0989,
2,61,44.9629,287624,0,254.249,276.597,91.0627,88.9373,
2,61,45.6187,232162,0,247.694,270.779,91.0474,88.9526,
2,62,9.59396,6.02119e+06,0,150.751,330.751,94.9865,85.0135,
2,62,44.6317,289759,0,254.249,276.687,91.0706,88.9294,
2,62,45.2852,233871,0,247.694,270.79,91.0551,88.9449,
2,63,9.43609,6.12192e+06,0,152.526,332.526,95.0701,84.9299,
2,63,44.3004,291925,0,254.249,276.78,91.0786,88.9214,
2,63,44.9517,235606,0,247.694,270.801,91.063,88.937,
2,64,9.28753,6.21984e+06,0,154.359,334.359,95.1514,84.8486,
2,64,43.9693,294124,0,254.249,276.875,91.0867,88.9133,
2,64,44.6183,237367,0,247.694,270.813,91.0709,88.9291,
2,65,9.14872,6.31421e+06,0,156.251,336.251,95.2298,84.7702,
2,65,43.6382,296355,0,254.249,276.973,91.095,88.905,
2,65,44.2848,239154,0,247.694,270.824,91.079,88.921,
2,66,9.02012,6.40424e+06,0,158.199,338.199,95.3046,84.6954,
