TimeSteps,Delay,FieldStrength,DopplerShift,AoD_Azimuth,AoA_Azimuth,AoD_Elevation,AoA_Elevation
1,15.6997,3.6795e+06,0,270,90,93.0448,86.9552,
1,23.9271,540492,6.07778,256.728,211.564,91.9973,88.0027,
1,26.9016,400392,6.08399,249.579,201.265,91.7764,88.2236,
1,15.3666,3.75926e+06,0,270,90,93.1108,86.8892,
1,24.1093,536407,6.11497,256.728,214.662,91.9822,88.0178,
1,27.029,398504,6.13733,249.579,203.656,91.768,88.232,
1,15.0335,3.84254e+06,0,270,90,93.1798,86.8202,
1,24.3058,532071,6.14097,256.728,217.546,91.9661,88.0339,
1,27.1689,396452,6.18368,249.579,205.962,91.7589,88.2411,
1,14.7005,3.92959e+06,0,270,90,93.2519,86.7481,
1,24.5152,527527,6.15762,256.728,220.222,91.9494,88.0506,
1,27.3207,394249,6.22347,249.579,208.182,91.7491,88.2509,
1,14.3675,4.02068e+06,0,270,90,93.3274,86.6726,
1,24.7359,522819,6.16659,256.728,222.703,91.9319,88.068,
1,27.4836,391912,6.25716,249.579,210.313,91.7387,88.2613,
1,14.0345,4.11607e+06,0,270,90,93.4064,86.5936,
1,24.9669,517982,6.16933,256.728,225,91.9141,88.0859,
1,27.657,389455,6.28528,249.579,212.355,91.7278,88.2722,
1,13.7015,4.2161e+06,0,270,90,93.4893,86.5107,
1,25.2071,513047,6.1671,256.728,227.127,91.8958,88.1042,
1,27.8403,386892,6.30831,249.579,214.309,91.7165,88.2835,
1,13.3686,4.32109e+06,0,270,90,93.5763,86.4237,
1,25.4553,508044,6.16095,256.728,229.096,91.8773,88.1227,
1,28.0327,384236,6.32676,249.579,216.176,91.7047,88.2953,
1,13.0357,4.43145e+06,0,270,90,93.6678,86.3322,
1,25.7107,502997,6.15175,256.728,230.921,91.8587,88.1413,
1,28.2337,381501,6.34111,249.579,217.958,91.6925,88.3075,
1,12.7028,4.54756e+06,0,270,90,93.764,86.236,
1,25.9726,497924,6.14021,256.728,232.612,91.8399,88.1601,
1,28.4427,378698,6.35182,249.579,219.658,91.6801,88.3199,
1,12.37,4.66992e+06,0,270,90,93.8655,86.1345,
1,26.2403,492845,6.12693,256.728,234.183,91.8212,88.1788,
1,28.6591,375838,6.35931,249.579,221.278,91.6674,88.3326,
1,12.0372,4.79903e+06,0,270,90,93.9725,86.0275,
1,26.5131,487774,6.11237,256.728,235.643,91.8024,88.1976,
1,28.8824,372932,6.36398,249.579,222.821,91.6545,88.3455,
1,11.7045,4.93546e+06,0,270,90,94.0856,85.9144,
1,26.7906,482722,6.09692,256.728,237.001,91.7837,88.2163,
1,29.1122,369988,6.36618,249.579,224.291,91.6414,88.3586,
1,11.3718,5.07984e+06,0,270,90,94.2054,85.7946,
1,27.0722,477700,6.08086,256.728,238.267,91.7652,88.2348,
1,29.3479,367016,6.36623,249.579,225.691,91.6283,88.3717,
1,11.0392,5.23292e+06,0,270,90,94.3323,85.6677,
1,27.3576,472717,6.06445,256.728,239.449,91.7467,88.2533,
1,29.5892,364023,6.36443,249.579,227.025,91.615,88.385,
1,10.7066,5.39547e+06,0,270,90,94.4672,85.5328,
1,27.6464,467780,6.04788,256.728,240.553,91.7285,88.2715,
1,29.8357,361016,6.36105,249.579,228.295,91.6016,88.3984,
1,10.3741,5.5684e+06,0,270,90,94.6106,85.3894,
1,27.9382,462894,6.03128,256.728,241.587,91.7104,88.2896,
1,30.087,358001,6.3563,249.579,229.504,91.5882,88.4118,
1,10.0416,5.75276e+06,0,270,90,94.7636,85.2364,
1,28.2328,458064,6.01478,256.728,242.556,91.6926,88.3074,
1,30.3427,354984,6.3504,249.579,230.657,91.5749,88.4251,
1,9.70924,5.94969e+06,0,270,90,94.9271,85.0729,
1,28.5299,453293,5.99846,256.728,243.466,91.675,88.325,
1,30.6026,351969,6.34353,249.579,231.756,91.5615,88.4385,
1,9.37695,6.16053e+06,0,270,90,95.1022,84.8978,
1,28.8293,448585,5.98239,256.728,244.322,91.6576,88.3424,
1,30.8664,348961,6.33584,249.579,232.804,91.5481,88.4519,
1,9.04476,6.38679e+06,0,270,90,95.2901,84.7099,
1,29.1308,443942,5.96663,256.728,245.127,91.6404,88.3596,
1,31.1338,345964,6.32748,249.579,233.803,91.5348,88.4652,
1,8.71267,6.63023e+06,0,270,90,95.4923,84.5077,
1,29.4343,439366,5.95119,256.728,245.887,91.6235,88.3765,
1,31.4045,342982,6.31856,249.579,234.757,91.5216,88.4784,
1,8.38069,6.89286e+06,0,270,90,95.7106,84.2894,
1,29.7395,434857,5.93612,256.728,246.604,91.6068,88.3932,
1,31.6784,340017,6.3092,249.579,235.669,91.5084,88.4916,
1,8.04885,7.17704e+06,0,270,90,95.9469,84.0531,
1,30.0463,430417,5.92143,256.728,247.282,91.5904,88.4096,
1,31.9551,337072,6.29948,249.579,236.539,91.4954,88.5046,
1,7.71716,7.48552e+06,0,270,90,96.2034,83.7966,
1,30.3545,426045,5.90713,256.728,247.923,91.5742,88.4258,
1,32.2347,334149,6.28948,249.579,237.372,91.4824,88.5176,
1,7.38564,7.82153e+06,0,270,90,96.4831,83.5169,
1,30.6642,421743,5.89322,256.728,248.531,91.5583,88.4417,
1,32.5167,331250,6.27927,249.579,238.168,91.4695,88.5305,
1,7.05431,8.18889e+06,0,270,90,96.789,83.211,
1,30.9751,417510,5.87971,256.728,249.108,91.5427,88.4573,
1,32.8012,328377,6.26892,249.579,238.93,91.4568,88.5432,
1,6.7232,8.59218e+06,0,270,90,97.125,82.875,
1,31.2872,413345,5.86658,256.728,249.656,91.5273,88.4727,
1,33.0879,325532,6.25847,249.579,239.66,91.4442,88.5558,
1,6.39234,9.0369e+06,0,270,90,97.4959,82.5041,
1,31.6004,409249,5.85385,256.728,250.177,91.5122,88.4878,
1,33.3767,322715,6.24796,249.579,240.359,91.4317,88.5683,
1,6.06179,9.52969e+06,0,270,90,97.9072,82.0928,
1,31.9146,405220,5.8415,256.728,250.673,91.4973,88.5027,
1,33.6675,319927,6.23743,249.579,241.03,91.4193,88.5807,
1,5.73158,1.00787e+07,0,270,90,98.3659,81.6341,
1,32.2297,401258,5.82952,256.728,251.146,91.4826,88.5174,
1,33.9602,317170,6.22692,249.579,241.673,91.4071,88.5929,
1,5.40178,1.06941e+07,0,270,90,98.8807,81.1193,
1,32.5457,397362,5.8179,256.728,251.596,91.4682,88.5318,
1,34.2546,314445,6.21645,249.579,242.291,91.395,88.605,
1,5.07248,1.13883e+07,0,270,90,99.4623,80.5377,
1,32.8625,393531,5.80663,256.728,252.027,91.4541,88.5459,
1,34.5506,311751,6.20605,249.579,242.885,91.383,88.617,
1,4.74377,1.21774e+07,0,270,90,100.125,79.8753,
1,33.18,389765,5.79571,256.728,252.438,91.4402,88.5598,
1,34.8482,309089,6.19573,249.579,243.455,91.3712,88.6288,
1,4.41579,1.30819e+07,0,270,90,100.886,79.1145,
1,33.4983,386062,5.78512,256.728,252.832,91.4265,88.5735,
1,35.1472,306459,6.18551,249.579,244.003,91.3595,88.6405,
1,4.08871,1.41284e+07,0,270,90,101.768,78.2317,
1,33.8172,382421,5.77485,256.728,253.209,91.413,88.587,
1,35.4476,303862,6.1754,249.579,244.531,91.348,88.652,
1,3.76277,1.53522e+07,0,270,90,102.804,77.1957,
1,34.1368,378841,5.76489,256.728,253.57,91.3998,88.6002,
1,35.7493,301298,6.16542,249.579,245.039,91.3366,88.6634,
1,3.4383,1.6801e+07,0,270,90,104.036,75.9638,
1,34.4569,375321,5.75523,256.728,253.916,91.3868,88.6132,
1,36.0522,298766,6.15558,249.579,245.529,91.3254,88.6746,
1,3.11575,1.85403e+07,0,270,90,105.524,74.4759,
1,34.7776,371861,5.74586,256.728,254.249,91.374,88.626,
1,36.3563,296267,6.14587,249.579,246,91.3143,88.6857,
1,2.79578,2.06622e+07,0,270,90,107.354,72.646,
1,35.0988,368458,5.73676,256.728,254.568,91.3614,88.6386,
1,36.6615,293801,6.13631,249.579,246.455,91.3034,88.6966,
1,2.47939,2.32988e+07,0,270,90,109.654,70.3462,
1,35.4205,365111,5.72794,256.728,254.875,91.349,88.6509,
1,36.9677,291367,6.1269,249.579,246.894,91.2926,88.7074,
1,2.16817,2.66432e+07,0,270,90,112.62,67.3801,
1,35.7426,361821,5.71937,256.728,255.17,91.3369,88.6631,
1,37.2749,288965,6.11765,249.579,247.318,91.2819,88.7181,
1,1.86468,3.09796e+07,0,270,90,116.565,63.435,
1,36.0652,358584,5.71105,256.728,255.454,91.3249,88.6751,
1,37.5831,286596,6.10855,249.579,247.727,91.2714,88.7286,
2,20.1696,2.86406e+06,0,294.444,114.444,92.3696,87.6304,
2,28.9986,445966,4.84605,259.611,174.078,91.6479,88.3521,
2,31.4764,199088,5.31069,260.909,186.51,91.5181,88.4819,
2,20.034,2.88345e+06,0,293.575,113.575,92.3856,87.6144,
2,28.667,451125,4.83805,259.611,173.902,91.6669,88.3331,
2,31.1452,201206,5.31763,260.909,186.703,91.5343,88.4657,
2,19.903,2.90242e+06,0,292.694,112.694,92.4013,87.5987,
2,28.3356,456402,4.82955,259.611,173.716,91.6864,88.3136,
2,30.8141,203368,5.32496,260.909,186.908,91.5508,88.4492,
2,19.7769,2.92094e+06,0,291.801,111.801,92.4166,87.5834,
2,28.0042,461802,4.82048,259.611,173.518,91.7064,88.2936,
2,30.4832,205576,5.33271,260.909,187.126,91.5676,88.4324,
2,19.6555,2.93897e+06,0,290.898,110.898,92.4316,87.5684,
2,27.673,467330,4.8108,259.611,173.307,91.7268,88.2732,
2,30.1524,207831,5.34092,260.909,187.357,91.5848,88.4152,
2,19.5391,2.95647e+06,0,289.983,109.983,92.4461,87.5539,
2,27.3419,472988,4.80045,259.611,173.081,91.7477,88.2522,
2,29.8218,210135,5.34963,260.909,187.604,91.6024,88.3976,
2,19.4278,2.97342e+06,0,289.058,109.058,92.4601,87.5399,
2,27.011,478782,4.78934,259.611,172.84,91.7692,88.2308,
2,29.4914,212489,5.35889,260.909,187.869,91.6203,88.3797,
2,19.3215,2.98977e+06,0,288.122,108.122,92.4736,87.5264,
2,26.6803,484717,4.7774,259.611,172.582,91.7911,88.2089,
2,29.1612,214895,5.36875,260.909,188.152,91.6387,88.3613,
2,19.2205,3.00549e+06,0,287.176,107.176,92.4866,87.5134,
2,26.3498,490797,4.76452,259.611,172.305,91.8136,88.1864,
2,28.8313,217354,5.37928,260.909,188.456,91.6574,88.3426,
2,19.1247,3.02053e+06,0,286.22,106.22,92.4991,87.5009,
2,26.0196,497026,4.75061,259.611,172.006,91.8366,88.1634,
2,28.5016,219868,5.39053,260.909,188.783,91.6766,88.3234,
2,19.0344,3.03488e+06,0,285.255,105.255,92.511,87.489,
2,25.6895,503412,4.73552,259.611,171.683,91.8602,88.1398,
2,28.1723,222438,5.40258,260.909,189.137,91.6962,88.3038,
2,18.9494,3.04848e+06,0,284.281,104.281,92.5222,87.4778,
2,25.3598,509957,4.7191,259.611,171.334,91.8844,88.1156,
2,27.8433,225067,5.41552,260.909,189.52,91.7163,88.2837,
2,18.87,3.06132e+06,0,283.299,103.299,92.5329,87.4671,
2,25.0304,516668,4.70117,259.611,170.953,91.9092,88.0908,
2,27.5147,227755,5.42944,260.909,189.936,91.7368,88.2632,
2,18.7961,3.07335e+06,0,282.308,102.308,92.5428,87.4572,
2,24.7014,523551,4.68151,259.611,170.539,91.9347,88.0653,
2,27.1865,230504,5.44447,260.909,190.39,91.7578,88.2422,
2,18.7279,3.08454e+06,0,281.31,101.31,92.5521,87.4479,
2,24.3727,530610,4.65988,259.611,170.085,91.9608,88.0392,
2,26.8588,233316,5.46072,260.909,190.886,91.7792,88.2208,
2,18.6654,3.09486e+06,0,280.305,100.305,92.5606,87.4394,
2,24.0446,537975,4.63595,259.611,169.585,91.9875,88.0125,
2,26.5317,236193,5.47834,260.909,191.432,91.8011,88.1989,
2,18.6087,3.1043e+06,0,279.293,99.2933,92.5685,87.4315,
2,23.717,548106,4.60936,259.611,169.033,92.015,87.985,
2,26.2053,239135,5.49751,260.909,192.035,91.8236,88.1764,
2,18.5578,3.11281e+06,0,278.276,98.2759,92.5755,87.4245,
2,23.3901,558825,4.57963,259.611,168.421,92.0432,87.9568,
2,25.8796,242144,5.51842,260.909,192.704,91.8465,88.1535,
2,18.5128,3.12038e+06,0,277.253,97.2532,92.5818,87.4182,
2,23.0639,570210,4.5462,259.611,167.737,92.0721,87.9279,
2,25.5548,245221,5.5413,260.909,193.45,91.87,88.13,
2,18.4737,3.12698e+06,0,276.226,96.2258,92.5872,87.4128,
2,22.7387,582360,4.50835,259.611,166.968,92.1017,87.8983,
2,25.2312,248367,5.5664,260.909,194.287,91.894,88.106,
2,18.4405,3.13261e+06,0,275.194,95.1944,92.5919,87.4081,
2,22.4145,595398,4.46516,259.611,166.099,92.1321,87.8679,
2,24.9088,251582,5.59403,260.909,195.232,91.9185,88.0815,
2,18.4134,3.13723e+06,0,274.16,94.1596,92.5957,87.4043,
2,22.0916,609483,4.41546,259.611,165.108,92.1633,87.8367,
2,24.5879,254865,5.62452,260.909,196.308,91.9436,88.0564,
2,18.3922,3.14084e+06,0,273.122,93.1221,92.5987,87.4013,
2,21.7703,624816,4.35773,259.611,163.97,92.1952,87.8048,
2,24.269,258214,5.65823,260.909,197.542,91.9691,88.0309,
2,18.3771,3.14342e+06,0,272.083,92.0826,92.6008,87.3992,
2,21.451,641665,4.28996,259.611,162.648,92.2279,87.7721,
2,23.9524,261627,5.69556,260.909,198.971,91.9952,88.0048,
2,18.368,3.14498e+06,0,271.042,91.0416,92.6021,87.3979,
2,21.1342,660388,4.20941,259.611,161.098,92.2613,87.7386,
2,23.6387,265099,5.73686,260.909,200.643,92.0217,87.9783,
2,18.0318,3.20362e+06,0,270,90,92.6507,87.3493,
2,20.7176,652010,4.39684,259.611,164.747,92.3069,87.6931,
2,23.4704,267000,5.88094,260.909,207.598,92.0362,87.9638,
2,17.6986,3.26394e+06,0,270,90,92.7006,87.2994,
2,20.6461,626384,4.68043,259.611,170.54,92.3148,87.6852,
2,23.6366,265123,5.95023,260.909,212.162,92.0218,87.9782,
2,17.3654,3.32656e+06,0,270,90,92.7525,87.2475,
2,20.6086,627526,4.95302,259.611,176.534,92.3191,87.6809,
2,23.8243,263034,5.99536,260.909,216.311,92.0059,87.9941,
2,17.0322,3.39164e+06,0,270,90,92.8064,87.1936,
2,20.6061,627602,5.20447,259.611,182.605,92.3193,87.6807,
2,23.7237,463064,5.39218,251.78,181.451,92.0144,87.9856,
2,16.699,3.4593e+06,0,270,90,92.8624,87.1376,
2,20.6387,626610,5.42633,259.611,188.617,92.3157,87.6843,
2,23.742,462708,5.52314,251.78,184.825,92.0129,87.9871,
2,16.3659,3.52971e+06,0,270,90,92.9207,87.0793,
2,20.7054,624591,5.61325,259.611,194.446,92.3082,87.6918,
2,23.7797,461974,5.64413,251.78,188.165,92.0097,87.9903,
2,16.0328,3.60305e+06,0,270,90,92.9815,87.0185,
2,20.8042,621626,5.76343,259.611,199.984,92.2972,87.7028,
2,23.8365,460873,5.75429,251.78,191.45,92.0049,87.9951,
2,15.6997,3.6795e+06,0,270,90,93.0448,86.9552,
2,20.9322,617823,5.87831,259.611,205.16,92.2832,87.7168,
2,23.9118,459421,5.85314,251.78,194.661,91.9986,88.0014,
2,15.3666,3.75926e+06,0,270,90,93.1108,86.8892,
2,21.0865,613302,5.96162,259.611,209.932,92.2665,87.7335,
2,24.005,457638,5.94054,251.78,197.781,91.9908,88.0092,
2,15.0335,3.84254e+06,0,270,90,93.1798,86.8202,
2,21.2638,608189,6.0182,259.611,214.287,92.2476,87.7524,
2,24.1151,455548,6.01665,251.78,200.795,91.9817,88.0183,
2,14.7005,3.92959e+06,0,270,90,93.2519,86.7481,
2,21.4611,602599,6.05317,259.611,218.234,92.2269,87.7731,
2,24.2414,453175,6.08192,251.78,203.693,91.9714,88.0286,
2,14.3675,4.02068e+06,0,270,90,93.3274,86.6726,
2,21.6755,596638,6.07125,259.611,221.795,92.2049,87.7951,
2,24.3827,450548,6.13697,251.78,206.469,91.9599,88.0401,
2,14.0345,4.11607e+06,0,270,90,93.4064,86.5936,
2,21.9046,590398,6.07656,259.611,225,92.1818,87.8182,
2,24.5382,447693,6.18259,251.78,209.117,91.9475,88.0525,
2,13.7015,4.2161e+06,0,270,90,93.4893,86.5107,
2,22.1462,583956,6.07244,259.611,227.883,92.158,87.842,
2,24.7068,444638,6.21963,251.78,211.635,91.9342,88.0658,
2,13.3686,4.32109e+06,0,270,90,93.5763,86.4237,
2,22.3985,577378,6.06154,259.611,230.477,92.1337,87.8664,
2,24.8876,441408,6.24898,251.78,214.024,91.9202,88.0798,
2,13.0357,4.43145e+06,0,270,90,93.6678,86.3322,
2,22.66,570716,6.04589,259.611,232.815,92.109,87.891,
2,25.0796,438029,6.27153,251.78,216.285,91.9055,88.0945,
2,12.7028,4.54756e+06,0,270,90,93.764,86.236,
2,22.9293,564014,6.02705,259.611,234.926,92.0842,87.9158,
2,25.2819,434524,6.28814,251.78,218.423,91.8902,88.1098,
2,12.37,4.66992e+06,0,270,90,93.8655,86.1345,
2,23.2053,557305,6.00616,259.611,236.836,92.0594,87.9406,
2,25.4937,430914,6.29959,251.78,220.442,91.8745,88.1255,
2,12.0372,4.79903e+06,0,270,90,93.9725,86.0275,
2,23.4871,550618,5.98408,259.611,238.57,92.0347,87.9653,
2,25.7142,427220,6.30662,251.78,222.346,91.8584,88.1416,
2,11.7045,4.93546e+06,0,270,90,94.0856,85.9144,
2,23.7739,543975,5.96141,259.611,240.148,92.0102,87.9898,
2,25.9426,423458,6.30988,251.78,224.141,91.8421,88.1579,
2,11.3718,5.07984e+06,0,270,90,94.2054,85.7946,
2,24.0651,537392,5.9386,259.611,241.587,91.9858,88.0142,
2,26.1783,419645,6.30996,251.78,225.834,91.8255,88.1745,
2,11.0392,5.23292e+06,0,270,90,94.3323,85.6677,
2,24.3602,530884,5.91597,259.611,242.904,91.9618,88.0382,
2,26.4207,415795,6.30737,251.78,227.429,91.8087,88.1913,
2,10.7066,5.39547e+06,0,270,90,94.4672,85.5328,
2,24.6585,524460,5.89373,259.611,244.113,91.938,88.062,
2,26.6692,411921,6.30257,251.78,228.934,91.7919,88.2081,
2,10.3741,5.5684e+06,0,270,90,94.6106,85.3894,
2,24.9599,518128,5.87203,259.611,245.224,91.9146,88.0854,
2,26.9233,408033,6.29595,251.78,230.352,91.7749,88.2251,
2,10.0416,5.75276e+06,0,270,90,94.7636,85.2364,
2,25.2638,511894,5.85098,259.611,246.25,91.8916,88.1084,
2,27.1825,404143,6.28783,251.78,231.691,91.758,88.242,
2,9.70924,5.94969e+06,0,270,90,94.9271,85.0729,
2,25.5701,505763,5.83063,259.611,247.199,91.8689,88.1311,
2,27.4464,400257,6.27851,251.78,232.955,91.7411,88.2589,
2,9.37695,6.16053e+06,0,270,90,95.1022,84.8978,
2,25.8784,499737,5.81101,259.611,248.078,91.8466,88.1534,
2,27.7146,396383,6.26823,251.78,234.149,91.7242,88.2758,
2,9.04476,6.38679e+06,0,270,90,95.2901,84.7099,
2,26.1886,493819,5.79214,259.611,248.895,91.8248,88.1752,
2,27.9868,392528,6.2572,251.78,235.279,91.7075,88.2925,
2,8.71267,6.63023e+06,0,270,90,95.4923,84.5077,
2,26.5004,488008,5.77401,259.611,249.655,91.8033,88.1967,
2,28.2626,388698,6.24559,251.78,236.347,91.6908,88.3092,
2,8.38069,6.89286e+06,0,270,90,95.7106,84.2894,
2,26.8137,482305,5.75661,259.611,250.365,91.7822,88.2178,
2,28.5418,384896,6.23355,251.78,237.359,91.6743,88.3257,
2,8.04885,7.17704e+06,0,270,90,95.9469,84.0531,
2,27.1284,476711,5.73993,259.611,251.029,91.7615,88.2385,
2,28.824,381127,6.22121,251.78,238.317,91.6579,88.3421,
2,7.71716,7.48552e+06,0,270,90,96.2034,83.7966,
2,27.4443,471224,5.72393,259.611,251.651,91.7412,88.2588,
2,29.1091,377394,6.20866,251.78,239.227,91.6416,88.3584,
2,7.38564,7.82153e+06,0,270,90,96.4831,83.5169,
2,27.7613,465843,5.7086,259.611,252.235,91.7213,88.2787,
2,29.3969,373699,6.19599,251.78,240.09,91.6255,88.3745,
2,7.05431,8.18889e+06,0,270,90,96.789,83.211,
2,28.0793,460568,5.69391,259.611,252.783,91.7018,88.2982,
2,29.6871,370046,6.18328,251.78,240.911,91.6096,88.3904,
2,6.7232,8.59218e+06,0,270,90,97.125,82.875,
2,28.3982,455395,5.67983,259.611,253.3,91.6827,88.3173,
2,29.9796,366436,6.17058,251.78,241.691,91.5939,88.4061,
2,6.39234,9.0369e+06,0,270,90,97.4959,82.5041,
2,28.718,450324,5.66632,259.611,253.788,91.664,88.336,
2,30.2742,362870,6.15795,251.78,242.434,91.5784,88.4216,
2,6.06179,9.52969e+06,0,270,90,97.9072,82.0928,
2,29.0385,445354,5.65338,259.611,254.248,91.6456,88.3544,
2,30.5707,359350,6.14541,251.78,243.142,91.5631,88.4369,
2,5.73158,1.00787e+07,0,270,90,98.3659,81.6341,
2,29.3598,440481,5.64095,259.611,254.684,91.6276,88.3724,
2,30.8691,355877,6.13301,251.78,243.816,91.548,88.452,
2,5.40178,1.06941e+07,0,270,90,98.8807,81.1193,
2,29.6817,435704,5.62903,259.611,255.097,91.6099,88.3901,
2,31.1691,352451,6.12077,251.78,244.46,91.5331,88.4669,
2,5.07248,1.13883e+07,0,270,90,99.4623,80.5377,
2,30.0042,431020,5.61758,259.611,255.489,91.5926,88.4074,
2,31.4708,349073,6.1087,251.78,245.075,91.5184,88.4816,
2,4.74377,1.21774e+07,0,270,90,100.125,79.8753,
2,30.3273,426429,5.60659,259.611,255.861,91.5757,88.4243,
2,31.7739,345743,6.09684,251.78,245.663,91.5039,88.4961,
2,4.41579,1.30819e+07,0,270,90,100.886,79.1145,
2,30.6508,421927,5.59602,259.611,256.214,91.559,88.441,
2,32.0784,342461,6.08518,251.78,246.225,91.4896,88.5104,
2,4.08871,1.41284e+07,0,270,90,101.768,78.2317,
2,30.9749,417513,5.58585,259.611,256.551,91.5427,88.4573,
2,32.3842,339227,6.07374,251.78,246.764,91.4756,88.5244,
2,3.76277,1.53522e+07,0,270,90,102.804,77.1957,
2,31.2994,413184,5.57608,259.611,256.872,91.5267,88.4733,
2,32.6912,336042,6.06252,251.78,247.279,91.4617,88.5383,
2,3.4383,1.6801e+07,0,270,90,104.036,75.9638,
2,31.6244,408938,5.56666,259.611,257.178,91.511,88.489,
2,32.9993,332904,6.05153,251.78,247.774,91.4481,88.5519,
2,3.11575,1.85403e+07,0,270,90,105.524,74.4759,
2,31.9497,404774,5.5576,259.611,257.471,91.4956,88.5044,
2,33.3085,329814,6.04078,251.78,248.248,91.4346,88.5654,
2,2.79578,2.06622e+07,0,270,90,107.354,72.646,
2,32.2754,400690,5.54886,259.611,257.751,91.4805,88.5195,
2,33.6187,326770,6.03025,251.78,248.704,91.4214,88.5786,
2,2.47939,2.32988e+07,0,270,90,109.654,70.3462,
2,32.6014,396683,5.54044,259.611,258.018,91.4657,88.5343,
2,33.9299,323774,6.01995,251.78,249.141,91.4083,88.5917,
2,2.16817,2.66432e+07,0,270,90,112.62,67.3801,
2,32.9278,392751,5.53232,259.611,258.275,91.4512,88.5488,
2,34.2419,320823,6.00989,251.78,249.562,91.3955,88.6045,
2,1.86468,3.09796e+07,0,270,90,116.565,63.435,
2,33.2544,388893,5.52448,259.611,258.52,91.4369,88.5631,
2,34.5548,317918,6.00005,251.78,249.967,91.3829,88.6171,
3,20.1696,2.86406e+06,0,294.444,114.444,92.3696,87.6304,
3,26.6831,511142,4.39677,262.985,167.045,91.7909,88.2091,
3,28.8993,211061,4.98137,263.927,180.73,91.6535,88.3465,
3,20.034,2.88345e+06,0,293.575,113.575,92.3856,87.6144,
3,26.3585,519378,4.37605,262.985,166.627,91.813,88.187,
3,28.5659,213525,4.98231,263.927,180.754,91.6728,88.3272,
3,19.903,2.90242e+06,0,292.694,112.694,92.4013,87.5987,
3,26.0344,527944,4.35388,262.985,166.182,91.8356,88.1644,
3,28.2325,216046,4.98332,263.927,180.78,91.6926,88.3074,
3,19.7769,2.92094e+06,0,291.801,111.801,92.4166,87.5834,
3,25.711,536866,4.33009,262.985,165.706,91.8587,88.1413,
3,27.8992,218628,4.9844,263.927,180.808,91.7128,88.2872,
3,19.6555,2.93897e+06,0,290.898,110.898,92.4316,87.5684,
3,25.3883,546171,4.30453,262.985,165.198,91.8823,88.1177,
3,27.5658,221272,4.98557,263.927,180.838,91.7336,88.2664,
3,19.5391,2.95647e+06,0,289.983,109.983,92.4461,87.5539,
3,25.0664,555892,4.27697,262.985,164.653,91.9065,88.0935,
3,27.2324,223981,4.98682,263.927,180.87,91.7548,88.2452,
3,19.4278,2.97342e+06,0,289.058,109.058,92.4601,87.5399,
3,24.7454,566066,4.24721,262.985,164.067,91.9312,88.0688,
3,26.899,226757,4.98818,263.927,180.905,91.7765,88.2235,
3,19.3215,2.98977e+06,0,288.122,108.122,92.4736,87.5264,
3,24.4253,576733,4.21496,262.985,163.436,91.9565,88.0435,
3,26.5657,229602,4.98965,263.927,180.943,91.7988,88.2012,
3,19.2205,3.00549e+06,0,287.176,107.176,92.4866,87.5134,
3,24.1063,587940,4.17992,262.985,162.755,91.9824,88.0176,
3,26.2323,232520,4.99126,263.927,180.984,91.8217,88.1783,
3,19.1247,3.02053e+06,0,286.22,106.22,92.4991,87.5009,
3,23.7886,599744,4.14172,262.985,162.017,92.0089,87.9911,
3,25.899,235512,4.99301,263.927,181.029,91.8452,88.1548,
3,19.0344,3.03488e+06,0,285.255,105.255,92.511,87.489,
3,23.4722,612205,4.09996,262.985,161.215,92.036,87.964,
3,25.5657,238583,4.99493,263.927,181.079,91.8692,88.1308,
3,18.9494,3.04848e+06,0,284.281,104.281,92.5222,87.4778,
3,23.1575,625399,4.05413,262.985,160.342,92.0637,87.9363,
3,25.2323,241735,4.99705,263.927,181.133,91.8939,88.1061,
3,18.87,3.06132e+06,0,283.299,103.299,92.5329,87.4671,
3,22.8445,639411,4.00365,262.985,159.387,92.092,87.908,
3,24.899,244971,4.99939,263.927,181.193,91.9193,88.0807,
3,18.7961,3.07335e+06,0,282.308,102.308,92.5428,87.4572,
3,22.5336,654345,3.94783,262.985,158.339,92.1209,87.8791,
3,24.5657,248294,5.00199,263.927,181.259,91.9453,88.0547,
3,18.7279,3.08454e+06,0,281.31,101.31,92.5521,87.4479,
3,22.225,670320,3.88585,262.985,157.185,92.1503,87.8497,
3,24.2324,251709,5.00491,263.927,181.334,91.9721,88.0279,
3,18.6654,3.09486e+06,0,280.305,100.305,92.5606,87.4394,
3,21.9192,687484,3.81671,262.985,155.909,92.1803,87.8197,
3,23.8992,255219,5.00819,263.927,181.418,91.9996,88.0004,
3,18.6087,3.1043e+06,0,279.293,99.2933,92.5685,87.4315,
3,21.6166,706012,3.73925,262.985,154.491,92.2109,87.7891,
3,23.5659,258828,5.01192,263.927,181.513,92.0279,87.9721,
3,18.5578,3.11281e+06,0,278.276,98.2759,92.5755,87.4245,
3,21.3178,726119,3.65204,262.985,152.91,92.2419,87.7581,
3,23.2327,262541,5.01619,263.927,181.622,92.057,87.943,
3,18.5128,3.12038e+06,0,277.253,97.2532,92.5818,87.4182,
3,21.0234,748067,3.55337,262.985,151.137,92.2733,87.7267,
3,22.8995,266361,5.02111,263.927,181.748,92.087,87.9131,
3,18.4737,3.12698e+06,0,276.226,96.2258,92.5872,87.4128,
3,20.7343,772180,3.44118,262.985,149.141,92.305,87.695,
3,22.5663,270293,5.02685,263.927,181.894,92.1178,87.8822,
3,18.4405,3.13261e+06,0,275.194,95.1944,92.5919,87.4081,
3,20.4515,798860,3.31302,262.985,146.88,92.3369,87.6631,
