VERSION	2022-14829
DATE	2023-12-02, 16:35:26 (+0800)
ANTENNA 1	NAME	TX
ANTENNA 1	LOCATION	3.500 7.000 1.250
ANTENNA 1	FREQUENCY	2000.000
ANTENNA 1	POWER	40.000 dBm Output
ANTENNA 1	ANTENNATYPE	ISO
LOWER_LEFT	0.95000000 4.45000000
UPPER_RIGHT	6.05000008 9.55000008
HEIGHT	1.500	1.500	1.500	1.500	1.500	1.500	1.500	1.500
TIME_STEP	4.000	5.000	6.000	7.000	-92559631349317830736831783200707727132248687965119994463780864.000	1.000	-92559592117432085048314575726599458587665836569856067908927488.000	-92559631349317830736831783200707727132248687965119994463780864.000
RESOLUTION	0.10000000

Trajectory	x-Coordinate [m]	y-Coordinate [m]	z-Coordinate [m]	Yaw [deg]	Pitch [deg]	Roll [deg]	Time Stamp [s]	Velocity [m/s]	Distance to start of trajectory [m]	Power [dBm]
0	6.00000	9.50000	1.00000	0.00000	0.00000	0.00000	0.0000	2.5000	0.0000	-9.4146
0	5.90000	9.50000	1.00000	0.00000	0.00000	0.00000	0.0400	2.5000	0.1000	-9.2430
0	5.80000	9.50000	1.00000	0.00000	0.00000	0.00000	0.0800	2.5000	0.2000	-9.0717
0	5.70000	9.50000	1.00000	0.00000	0.00000	0.00000	0.1200	2.5000	0.3000	-8.9010
0	5.60000	9.50000	1.00000	0.00000	0.00000	0.00000	0.1600	2.5000	0.4000	-8.7314
0	5.50000	9.50000	1.00000	0.00000	0.00000	0.00000	0.2000	2.5000	0.5000	-8.5631
0	5.40000	9.50000	1.00000	0.00000	0.00000	0.00000	0.2400	2.5000	0.6000	-8.3967
0	5.30000	9.50000	1.00000	0.00000	0.00000	0.00000	0.2800	2.5000	0.7000	-8.2326
0	5.20000	9.50000	1.00000	0.00000	0.00000	0.00000	0.3200	2.5000	0.8000	-8.0714
0	5.10000	9.50000	1.00000	0.00000	0.00000	0.00000	0.3600	2.5000	0.9000	-7.9137
0	5.00000	9.50000	1.00000	0.00000	0.00000	0.00000	0.4000	2.5000	1.0000	-7.7600
0	4.90000	9.50000	1.00000	0.00000	0.00000	0.00000	0.4400	2.5000	1.1000	-7.6112
0	4.80000	9.50000	1.00000	0.00000	0.00000	0.00000	0.4800	2.5000	1.2000	-7.4678
0	4.70000	9.50000	1.00000	0.00000	0.00000	0.00000	0.5200	2.5000	1.3000	-7.3306
0	4.60000	9.50000	1.00000	0.00000	0.00000	0.00000	0.5600	2.5000	1.4000	-7.2005
0	4.50000	9.50000	1.00000	0.00000	0.00000	0.00000	0.6000	2.5000	1.5000	-7.0781
0	4.40000	9.50000	1.00000	0.00000	0.00000	0.00000	0.6400	2.5000	1.6000	-6.9643
0	4.30000	9.50000	1.00000	0.00000	0.00000	0.00000	0.6800	2.5000	1.7000	-6.8598
0	4.20000	9.50000	1.00000	0.00000	0.00000	0.00000	0.7200	2.5000	1.8000	-6.7655
0	4.10000	9.50000	1.00000	0.00000	0.00000	0.00000	0.7600	2.5000	1.9000	-6.6821
0	4.00000	9.50000	1.00000	0.00000	0.00000	0.00000	0.8000	2.5000	2.0000	-6.6102
0	3.90000	9.50000	1.00000	0.00000	0.00000	0.00000	0.8400	2.5000	2.1000	-6.5504
0	3.80000	9.50000	1.00000	0.00000	0.00000	0.00000	0.8800	2.5000	2.2000	-6.5034
0	3.70000	9.50000	1.00000	0.00000	0.00000	0.00000	0.9200	2.5000	2.3000	-6.4695
0	3.60000	9.50000	1.00000	0.00000	0.00000	0.00000	0.9600	2.5000	2.4000	-6.4490
0	3.50000	9.50000	1.00000	0.00000	0.00000	0.00000	1.0000	2.5000	2.5000	-6.4421
0	3.40000	9.50000	1.00000	0.00000	0.00000	0.00000	1.0400	2.5000	2.6000	-6.4489
0	3.30000	9.50000	1.00000	0.00000	0.00000	0.00000	1.0800	2.5000	2.7000	-6.4711
0	3.20000	9.50000	1.00000	0.00000	0.00000	0.00000	1.1200	2.5000	2.8000	-6.5050
0	3.10000	9.50000	1.00000	0.00000	0.00000	0.00000	1.1600	2.5000	2.9000	-6.5520
0	3.00000	9.50000	1.00000	0.00000	0.00000	0.00000	1.2000	2.5000	3.0000	-6.6117
0	2.90000	9.50000	1.00000	0.00000	0.00000	0.00000	1.2400	2.5000	3.1000	-6.6755
0	2.80000	9.50000	1.00000	0.00000	0.00000	0.00000	1.2800	2.5000	3.2000	-6.7067
0	2.70000	9.50000	1.00000	0.00000	0.00000	0.00000	1.3200	2.5000	3.3000	-6.7996
0	2.60000	9.50000	1.00000	0.00000	0.00000	0.00000	1.3600	2.5000	3.4000	-6.9024
0	2.50000	9.50000	1.00000	0.00000	0.00000	0.00000	1.4000	2.5000	3.5000	-7.0144
0	2.40000	9.50000	1.00000	0.00000	0.00000	0.00000	1.4400	2.5000	3.6000	-7.1348
0	2.30000	9.50000	1.00000	0.00000	0.00000	0.00000	1.4800	2.5000	3.7000	-7.2628
0	2.20000	9.50000	1.00000	0.00000	0.00000	0.00000	1.5200	2.5000	3.8000	-7.3977
0	2.10000	9.50000	1.00000	0.00000	0.00000	0.00000	1.5600	2.5000	3.9000	-7.5386
0	2.00000	9.50000	1.00000	0.00000	0.00000	0.00000	1.6000	2.5000	4.0000	-7.6848
0	1.90000	9.50000	1.00000	0.00000	0.00000	0.00000	1.6400	2.5000	4.1000	-7.8356
0	1.80000	9.50000	1.00000	0.00000	0.00000	0.00000	1.6800	2.5000	4.2000	-7.9903
0	1.70000	9.50000	1.00000	0.00000	0.00000	0.00000	1.7200	2.5000	4.3000	-8.1484
0	1.60000	9.50000	1.00000	0.00000	0.00000	0.00000	1.7600	2.5000	4.4000	-8.3091
0	1.50000	9.50000	1.00000	0.00000	0.00000	0.00000	1.8000	2.5000	4.5000	-8.4720
0	1.40000	9.50000	1.00000	0.00000	0.00000	0.00000	1.8400	2.5000	4.6000	-8.6367
0	1.30000	9.50000	1.00000	0.00000	0.00000	0.00000	1.8800	2.5000	4.7000	-8.8027
0	1.20000	9.50000	1.00000	0.00000	0.00000	0.00000	1.9200	2.5000	4.8000	-8.9694
0	1.10000	9.50000	1.00000	0.00000	0.00000	0.00000	1.9600	2.5000	4.9000	-9.1366
0	1.00000	9.50000	1.00000	0.00000	0.00000	0.00000	2.0000	2.5000	5.0000	-9.3181
0	1.00000	9.40000	1.00000	0.00000	0.00000	0.00000	2.0400	2.5000	5.1000	-9.1482
0	1.00000	9.30000	1.00000	0.00000	0.00000	0.00000	2.0800	2.5000	5.2000	-9.0719
0	1.00000	9.20000	1.00000	0.00000	0.00000	0.00000	2.1200	2.5000	5.3000	-8.9009
0	1.00000	9.10000	1.00000	0.00000	0.00000	0.00000	2.1600	2.5000	5.4000	-8.7309
0	1.00000	9.00000	1.00000	0.00000	0.00000	0.00000	2.2000	2.5000	5.5000	-8.5623
0	1.00000	8.90000	1.00000	0.00000	0.00000	0.00000	2.2400	2.5000	5.6000	-8.3955
0	1.00000	8.80000	1.00000	0.00000	0.00000	0.00000	2.2800	2.5000	5.7000	-8.2311
0	1.00000	8.70000	1.00000	0.00000	0.00000	0.00000	2.3200	2.5000	5.8000	-8.0696
0	1.00000	8.60000	1.00000	0.00000	0.00000	0.00000	2.3600	2.5000	5.9000	-7.9116
0	1.00000	8.50000	1.00000	0.00000	0.00000	0.00000	2.4000	2.5000	6.0000	-7.7576
0	1.00000	8.40000	1.00000	0.00000	0.00000	0.00000	2.4400	2.5000	6.1000	-7.6085
0	1.00000	8.30000	1.00000	0.00000	0.00000	0.00000	2.4800	2.5000	6.2000	-7.4648
0	1.00000	8.20000	1.00000	0.00000	0.00000	0.00000	2.5200	2.5000	6.3000	-7.3273
0	1.00000	8.10000	1.00000	0.00000	0.00000	0.00000	2.5600	2.5000	6.4000	-7.1969
0	1.00000	8.00000	1.00000	0.00000	0.00000	0.00000	2.6000	2.5000	6.5000	-7.0742
0	1.00000	7.90000	1.00000	0.00000	0.00000	0.00000	2.6400	2.5000	6.6000	-6.9601
0	1.00000	7.80000	1.00000	0.00000	0.00000	0.00000	2.6800	2.5000	6.7000	-6.8553
0	1.00000	7.70000	1.00000	0.00000	0.00000	0.00000	2.7200	2.5000	6.8000	-6.7607
